Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
49000,Motor Yacht,Piantoni (IT) power boats,1990,14,4.41,GRP,Italy,90,Used boat,Diesel
49000,Bowrider,Sea Ray power boats,2014,6.1,2.44,nan,Italy,76,Used boat,nan
49000,Sport Boat,Albatro power boats,2015,8.2,2.45,nan,Italy,131,Used boat,Unleaded
49000,Trawler,Menorquin power boats,1998,9.75,3.18,GRP,Portugal,123,Used boat,Diesel
49000,Pilothouse,AluForce power boats,2020,7.4,2.45,Aluminium,Germany,164,new boat from stock,nan
49000,Sport Boat,Moschini power boats,1981,11.95,3.87,nan,Italy,124,Used boat,Diesel
49000,Motor Yacht,Wellcraft power boats,,10.76,3.02,nan,Belgium,264,Used boat,nan
49000,Offshore Boat,nan,1989,13.1,2.5,GRP,Italy,75,Used boat,Unleaded
49000,Motor Yacht,Akerboom power boats,1972,13.3,3.65,Steel,Netherlands,106,Used boat,Diesel
49000,Flybridge,Sealine power boats,1994,10,3,GRP,Croatia,190,Used boat,Diesel
49000,Bowrider,Glastron power boats,2018,6.71,2.54,PVC,France,83,Used boat,Unleaded
49000,Motor Yacht,nan,1991,11.28,,nan,Italy,59,Used boat,Diesel
49000,Pilothouse,Ocqueteau power boats,2014,6.92,2.65,PVC,France,60,Used boat,Diesel
49000,Center console boat,nan,2000,10.45,3.3,GRP,Italy,35,Used boat,Diesel
49000,Flybridge,Bertram Yacht power boats,1991,8.71,3.3,GRP,Italy,77,Used boat,Diesel
49000,Motor Yacht,Edership power boats,1981,11.53,4.02,GRP,Germany,110,Used boat,Diesel
49000,Sport Boat,Cranchi power boats,2012,7,2,PVC,Portugal,72,Used boat,Unleaded
49000,Motor Yacht,Bavaria power boats,2004,9.29,2.98,GRP,Italy,108,Used boat,Unleaded
49000,Trawler,nan,1987,11.08,3.6,Steel,Netherlands,64,Used boat,nan
49000,Center console boat,B̩n̩teau power boats,2017,7.62,2.67,PVC,France,28,Used boat,Unleaded
49000,Sport Boat,Airon Marine power boats,2003,9.78,3.1,PVC,France,149,Used boat,Diesel
49000,Sport Boat,Regal power boats,2014,6.7,2.5,Wood,France,133,Used boat,Unleaded
49000,Pilothouse,B̩n̩teau power boats,2004,9.18,3.1,PVC,France,90,Used boat,Diesel
49000,Motor Yacht,nan,1989,10.24,3.5,GRP,Spain,58,Used boat,Diesel
49000,Classic,Colombo power boats,2009,8.2,2.5,Plastic,Netherlands,235,Used boat,Unleaded
49000,Bowrider,Sea Ray power boats,2018,6.5,2.5,GRP,Germany,224,Used boat,Unleaded
55104.17,Bowrider,Glastron power boats,2019,6.2,2.54,GRP,Switzerland ,143,new boat from stock,nan
55104.17,Bowrider,Tahoe power boats,2020,6.05,2.38,GRP,Switzerland ,194,new boat on order,Unleaded
48924.73,Sport Boat,Yamarin power boats,2020,6,2,nan,Denmark,98,new boat from stock,nan
48920,Bowrider,Glastron power boats,2018,6.17,2.54,nan,France,78,new boat from stock,Unleaded
48900,Cabin Boat,Viper power boats,,7.25,2.57,GRP,Germany,88,new boat from stock,Unleaded
48900,Sport Boat,Monterey power boats,2003,8.94,2.82,GRP,Italy,167,Used boat,Unleaded
48900,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,6.66,2.55,GRP,Germany,68,new boat from stock,Unleaded
48900,Bowrider,Sea Ray power boats,2020,5.94,2.54,GRP,Germany,109,new boat from stock,Unleaded
48900,Sport Boat,Sea Ray power boats,2019,6.55,2.54,nan,Germany,130,new boat from stock,nan
48750,Sport Boat,Karnic power boats,,6.7,2.45,GRP,Germany,62,new boat from stock,Unleaded
48700,Sport Boat,Sea Ray power boats,,6.55,2.54,GRP,Germany,124,new boat from stock,Unleaded
48540,Pilothouse,Parker power boats,,7.46,2.55,nan,Germany,53,new boat from stock,Unleaded
48521.51,Pilothouse,Jeanneau power boats,2020,6,2,nan,Denmark,61,new boat from stock,nan
48500,Trawler,nan,1948,8.52,2.6,GRP,Germany,43,Used boat,Diesel
48500,Motor Yacht,Quicksilver power boats,2019,6.45,2.55,nan,Italy,39,new boat from stock,nan
48500,Trawler,nan,1948,8.52,2.6,GRP,Germany,62,Used boat,Diesel
48500,Sport Boat,Sea Ray power boats,2010,8.15,2.59,GRP,Croatia,157,Used boat,Unleaded
48500,Deck Boat,Nimbus power boats,1999,7.9,2.65,GRP,Netherlands,92,Used boat,nan
54166.67,Motor Yacht,Fjord power boats,1998,9,3.16,GRP,Switzerland ,204,Used boat,Unleaded
54166.67,Cabin Boat,Draco power boats,1989,9,3.12,Carbon Fiber,Switzerland ,380,Used boat,Unleaded
54416.67,Bowrider,Bayliner power boats,2020,6.81,2.36,GRP,Switzerland ,144,new boat from stock,Unleaded
48305,Pilothouse,Quicksilver power boats,2019,6.55,2.54,nan,Germany,73,Used boat,nan
48252.69,Sport Boat,Campion power boats,2020,5,2,nan,Denmark,43,new boat from stock,nan
54166.67,Pilothouse,Cantieri Nautici Ferrario power boats,2019,6.4,2.34,GRP,Switzerland ,114,Used boat,nan
48064,Center console boat,B̩n̩teau power boats,2019,6.43,2.52,PVC,Portugal,56,new boat from stock,Unleaded
54062.5,Sport Boat,AMT power boats,2018,6.08,2.35,GRP,Switzerland ,195,new boat from stock,nan
48000,Motor Yacht,ACM Dufour power boats,1999,9.41,2.99,PVC,France,184,Used boat,Diesel
48000,Motor Yacht,Innovazioni e Progetti power boats,1995,8.69,3.2,GRP,Italy,152,Used boat,Diesel
47999,Sport Boat,Sea Ray power boats,2019,5.99,2.21,GRP,Germany,42,new boat from stock,Unleaded
54041.67,Pilothouse,Quicksilver (Brunswick Marine) power boats,2020,6.2,2.4,GRP,Switzerland ,140,new boat from stock,Unleaded
47990,Pilothouse,B̩n̩teau power boats,2020,5.52,2.4,PVC,Spain,111,new boat from stock,nan
47950,Sport Boat,Bayliner power boats,2020,6.29,2.36,GRP,Germany,151,new boat from stock,Unleaded
47900,Bowrider,Sea Ray power boats,2019,5.94,2.54,GRP,Germany,60,new boat from stock,Unleaded
47900,Bowrider,Campion power boats,2020,6.1,2.34,GRP,Germany,43,new boat from stock,Unleaded
47900,Sport Boat,Parker power boats,,7.46,2.55,GRP,Germany,88,new boat from stock,nan
47900,Bowrider,Saxdor power boats,2020,5.94,2.29,nan,Germany,52,new boat on order,Unleaded
47800,Motor Yacht,Princess power boats,1987,11.6,3.96,GRP,Croatia,385,Used boat,Diesel
53739.58,Sport Boat,Yamarin power boats,2016,6.25,2.3,GRP,Switzerland ,192,Used boat,Unleaded
53718.75,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,5.76,2.3,GRP,Switzerland ,233,new boat from stock,Unleaded
47520,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,6.12,2.4,GRP,Germany,127,new boat from stock,Unleaded
47500,Bowrider,Regal power boats,2002,8.2,2.5,nan,France,139,Used boat,Unleaded
47500,Trawler,nan,1956,9.3,3.18,Steel,Netherlands,84,Used boat,Diesel
47500,Pilothouse,B̩n̩teau power boats,2006,7.43,2.95,GRP,Croatia,101,Used boat,nan
47500,Launch,nan,1990,10,3.8,GRP,Netherlands,79,Used boat,nan
47500,"Cabin Boat,Pilothouse",B̩n̩teau power boats,2016,7.4,2.85,GRP,France,269,Used boat,Unleaded
47500,Trawler,nan,1978,12,3.65,Steel,Netherlands,101,Used boat,nan
47500,"Classic,Sport Boat",Boesch power boats,1979,5.8,2.05,Wood,Germany,566,Used boat,Unleaded
47500,Motor Yacht,Bayliner power boats,1997,9.1,3.05,GRP,Germany,153,Used boat,Unleaded
47500,Motor Yacht,Rinker power boats,2008,9.14,2.78,GRP,Croatia,254,Used boat,Unleaded
47500,Bowrider,Regal power boats,2009,8.5,2.3,GRP,Netherlands,320,Used boat,Unleaded
47383,Center console boat,Flipper power boats,2019,6.05,2.22,GRP,Germany,70,new boat from stock,Unleaded
47383,Sport Boat,Flipper power boats,2019,6.05,2.22,GRP,Germany,146,new boat from stock,Unleaded
53333.33,Pilothouse,Glastron power boats,,6.25,2.44,GRP,Switzerland ,231,Used boat,Unleaded
47310,Deck Boat,Quicksilver power boats,,7.23,2.55,GRP,Germany,49,new boat from stock,Unleaded
47300,Sport Boat,Sea Ray power boats,,5.94,2.54,GRP,Germany,176,new boat from stock,Unleaded
47250,Cabin Boat,nan,,7.42,2.5,GRP,Germany,59,new boat from stock,Unleaded
47177.42,Bowrider,Campion power boats,2019,5,2,nan,Denmark,41,nan,nan
47175,Pilothouse,Quicksilver power boats,,7.39,2.79,GRP,Germany,133,new boat from stock,Unleaded
46908.6,Bowrider,Campion power boats,2020,5,2,nan,Denmark,62,new boat from stock,nan
46900,Pilothouse,Jeanneau power boats,2019,6.4,5.45,GRP,Germany,119,new boat from stock,Unleaded
46900,Bowrider,Sea Ray power boats,2020,5.94,2.54,GRP,Germany,97,new boat from stock,Unleaded
46900,Pilothouse,B̩n̩teau power boats,2020,6.5,2.4,PVC,France,80,new boat from stock,Unleaded
46900,Classic,nan,1926,8,2.2,Wood,Netherlands,154,Used boat,Diesel
46900,Sport Boat,Bayliner power boats,2003,9,3,GRP,Netherlands,218,Used boat,nan
52747.92,Cabin Boat,Cap Ferret power boats,2019,6.48,2.48,nan,Switzerland ,210,new boat from stock,nan
46800,Sport Boat,Cranchi power boats,2002,9.1,2.83,GRP,Switzerland ,535,Used boat,Diesel
46800,Motor Yacht,Nidelv power boats,1997,9.1,3.05,GRP,Netherlands,261,Used boat,nan
46800,Bowrider,nan,,7.42,2.5,GRP,Germany,38,new boat from stock,Unleaded
46800,Center console boat,Invictus power boats,2020,8.1,2.7,GRP,Switzerland ,281,new boat from stock,Unleaded
52489.58,Bowrider,Sea Ray power boats,2020,5.99,2.21,GRP,Switzerland ,215,new boat from stock,Unleaded
52489.58,Bowrider,Sea Ray power boats,2020,5.99,2.21,GRP,Switzerland ,247,new boat from stock,nan
52083.33,Pilothouse,nan,2012,6.15,2.2,GRP,Switzerland ,238,Used boat,nan
46500,Trawler,Valkkruiser power boats,1982,12,3.8,Steel,Netherlands,92,Used boat,nan
46500,Deck Boat,Sessa power boats,2010,7.8,2.64,GRP,France,109,Used boat,Unleaded
46500,Pilothouse,B̩n̩teau power boats,2020,7.48,2.95,GRP,Italy,111,new boat from stock,Unleaded
46500,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,6.2,2.34,GRP,Germany,37,new boat on order,Unleaded
46500,Motor Yacht,Four Winns power boats,,6.1,2.54,nan,Germany,72,new boat from stock,nan
52346.88,Motor Yacht,BMA power boats,2019,6.99,2.5,nan,Switzerland ,109,new boat from stock,nan
51875,Pilothouse,Starfisher power boats,2013,7.9,2.86,GRP,Switzerland ,180,Used boat,Unleaded
46407,Launch,Antaris power boats,2020,5.9,2.5,GRP,Germany,74,new boat from stock,Diesel
52229.17,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,6.2,2.4,GRP,Switzerland ,222,new boat from stock,Unleaded
46370.97,Deck Boat,Yamarin power boats,2019,6,2,nan,Denmark,77,new boat from stock,nan
46260,Pilothouse,AluForce power boats,2020,7.1,2.45,Aluminium,Germany,162,new boat from stock,nan
52083.33,"Classic,Runabout",Faul power boats,,8.2,1.7,Wood,Switzerland ,247,Used boat,nan
52083.33,"Classic,Runabout",Boesch power boats,1979,5.1,2.04,Wood,Switzerland ,149,Used boat,Unleaded
52078.13,Bowrider,Flying Shark power boats,2020,5.7,2.05,GRP,Switzerland ,267,new boat from stock,Unleaded
52072.92,Pilothouse,Selection Boats power boats,2019,6.48,2.5,GRP,Switzerland ,158,new boat from stock,Unleaded
46000,Motor Yacht,nan,1989,9.65,3.15,Steel,Belgium,211,Used boat,Diesel
46000,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,2014,6.4,2.52,Carbon Fiber,Poland,314,Used boat,Unleaded
46000,Sport Boat,Stingray power boats,2012,7.6,2.6,GRP,Germany,1019,Used boat,Unleaded
45999,Deck Boat,Quicksilver (Brunswick Marine) power boats,2020,7.23,2.55,GRP,Germany,51,new boat from stock,Unleaded
45990,Sport Boat,Saver power boats,2020,6.6,2.53,GRP,Germany,223,new boat from stock,Unleaded
45990,Sport Boat,Selection Boats power boats,2020,5.7,2.5,PVC,France,62,new boat from stock,Unleaded
45900,Sport Boat,Sea Ray power boats,,6.55,2.54,GRP,Germany,129,new boat from stock,Unleaded
45900,Bowrider,Campion power boats,2020,6.1,2.34,GRP,Germany,38,new boat from stock,Unleaded
45900,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,6,2.34,GRP,Germany,51,new boat from stock,Unleaded
45900,Deck Boat,Jeanneau power boats,2019,6.86,2.48,PVC,France,95,Used boat,Unleaded
45900,Center console boat,B̩n̩teau power boats,2019,6.8,2.5,PVC,France,91,Used boat,Unleaded
45900,Center console boat,B̩n̩teau power boats,2019,6.8,2.5,PVC,France,100,Used boat,nan
45900,Sport Boat,B̩n̩teau power boats,2017,6.96,2.66,PVC,France,113,Used boat,Unleaded
51562.5,Trawler,Tjeukemer power boats,1976,10.9,3.45,Steel,Switzerland ,179,Used boat,Diesel
51562.5,"Classic,Sport Boat",Walser power boats,1967,5.6,2.05,GRP,Switzerland ,174,Used boat,Unleaded
51562.5,Fishing Boat,Amberg power boats,2019,6.4,2.3,Aluminium,Switzerland ,112,new boat from stock,nan
51562.5,Fishing Boat,Amberg power boats,2019,6.4,2.05,Aluminium,Switzerland ,51,new boat from stock,nan
51447.92,Fishing Boat,Quicksilver (Brunswick Marine) power boats,2020,6.55,2.54,GRP,Switzerland ,173,new boat from stock,Unleaded
45553,Bowrider,Glastron power boats,2019,5.95,2.3,GRP,Switzerland ,859,new boat from stock,Unleaded
45500,Motor Yacht,Smelne power boats,1988,10,3.45,Steel,Germany,191,Used boat,Diesel
45500,Bowrider,Sea Ray power boats,2019,5.99,2.21,GRP,Germany,79,new boat from stock,Unleaded
45500,Bowrider,Wellcraft power boats,2015,6.4,2.59,PVC,France,31,new boat from stock,Unleaded
51145.83,Cabin Boat,Quicksilver (Brunswick Marine) power boats,,6.12,2.4,GRP,Switzerland ,98,new boat from stock,Unleaded
51041.67,Pilothouse,Chaparral power boats,1993,9.73,2.97,GRP,Switzerland ,365,Used boat,Unleaded
51041.67,Pilothouse,B̩n̩teau power boats,2011,7.23,2.78,GRP,Switzerland ,419,Used boat,Unleaded
51041.67,Sport Boat,Scarani power boats,2008,7.46,2.55,GRP,Switzerland ,246,Used boat,Unleaded
51041.67,Motor Yacht,Chris Craft power boats,1992,9.6,3.05,GRP,Switzerland ,370,Used boat,Unleaded
51041.67,Wakeboard/Wakesurf,MasterCraft power boats,2009,6.6,2.54,GRP,Switzerland ,883,Used boat,nan
51041.67,Center console boat,Ganz Boats power boats,2020,5.8,2.03,GRP,Switzerland ,254,Display Model,Electric
45000,Deck Boat,Faeton power boats,2007,7.49,2.79,GRP,Italy,55,Used boat,Unleaded
45000,Sport Boat,Formula power boats,1995,9.87,2.51,GRP,Italy,109,Used boat,Unleaded
45000,Sport Boat,Gobbi power boats,1983,9.44,3.52,GRP,Italy,110,Used boat,Diesel
45000,Sport Boat,Crownline power boats,2007,8.1,2.6,GRP,Croatia,210,Used boat,Unleaded
45000,Flybridge,Guy Couach power boats,1996,10.6,3.7,PVC,France,80,Used boat,Diesel
45000,Cabin Boat,Nidelv power boats,2006,7.91,2.75,PVC,Croatia,144,Used boat,Diesel
45000,Trawler,Nicols power boats,1996,8.85,3.4,PVC,France,104,Used boat,Diesel
45000,House Boat,nan,2017,9.9,2.6,GRP,Netherlands,182,Used boat,nan
45000,Motor Yacht,Riva power boats,1978,9.58,2.72,GRP,Spain,163,Used boat,Unleaded
45000,Motor Yacht,Gobbi power boats,1992,9.6,3,GRP,Italy,73,Used boat,Unleaded
45000,Motor Yacht,Symbol Yachts power boats,1983,11.66,4.17,GRP,Croatia,134,Used boat,Diesel
45000,Motor Yacht,Succes power boats,1980,9.98,3.4,nan,Croatia,56,Used boat,nan
45000,Pilothouse,Ala Blu power boats,2003,7.49,2.8,nan,Italy,52,Used boat,Diesel
45000,Trawler,Gruno power boats,1985,10,3,Steel,Croatia,130,Used boat,Diesel
45000,Motor Yacht,Chris Craft power boats,1991,9.3,3.3,GRP,Croatia,151,Used boat,Diesel
45000,Flybridge,Aquarius power boats,1990,13.21,4.2,nan,Italy,90,Used boat,nan
45000,Sport Boat,nan,2015,7.5,2.55,PVC,France,88,Used boat,Unleaded
45000,Deck Boat,Javazzo power boats,2008,9.18,2.77,nan,Italy,49,Used boat,Diesel
45000,Cabin Boat,Nidelv power boats,1999,8,2.85,GRP,Croatia,124,Used boat,Diesel
45000,Motor Yacht,Sea Ray power boats,2008,8.74,2.59,GRP,Germany,169,Used boat,Unleaded
45000,Center console boat,Italcraft power boats,1981,10.5,3.5,nan,Italy,57,Used boat,Diesel
45000,Pilothouse,B̩n̩teau power boats,2002,9.18,3.1,PVC,France,91,Used boat,Diesel
45000,Sport Boat,B̩n̩teau power boats,1999,9.15,3.11,PVC,France,87,Used boat,Diesel
45000,Center console boat,B̩n̩teau power boats,2019,6.1,2.5,PVC,France,54,Used boat,Unleaded
45000,Sport Boat,Sea Ray power boats,1992,12.49,4.01,PVC,Spain,93,Used boat,Diesel
45000,Flybridge,De Groot power boats,1972,13.74,3.63,Steel,Germany,91,Used boat,Unleaded
45000,Flybridge,Scand power boats,1999,8.84,3.24,GRP,nan,131,Used boat,Diesel
45000,Trawler,Grand Banks power boats,1971,9.48,3.36,nan,Italy,152,Used boat,Diesel
45000,Sport Boat,Cranchi power boats,2008,7.44,2.94,GRP,Italy,75,Used boat,Unleaded
45000,Sport Boat,Boston Whaler power boats,1998,9.3,3.6,GRP,Italy,60,Used boat,nan
45000,"Classic,Trawler",nan,1988,12.5,4.2,Wood,Croatia,236,Used boat,Diesel
45000,Motor Yacht,B̩n̩teau power boats,1989,10.49,3.6,PVC,France,107,Used boat,Diesel
45000,Center console boat,Capelli power boats,2008,8.1,2.6,GRP,Croatia,44,Used boat,Unleaded
45000,"Classic,Runabout,Sport Boat",Boesch power boats,1961,5.6,2,Wood,Germany,237,Used boat,Unleaded
45000,Sport Boat,Boesch power boats,1980,5.9,2.6,Wood,Austria,154,Used boat,nan
45000,"Cabin Boat,Motor Yacht,Sport Boat",Four Winns power boats,2003,8.7,2.6,Plastic,Netherlands,381,Used boat,Unleaded
45000,Cabin Boat,Yachtwerft Berlin power boats,1912,15,3.5,Steel,Germany,444,Used boat,Diesel
45000,Motor Yacht,Bavaria power boats,2007,9.2,2.98,nan,Italy,236,Used boat,nan
45000,Motor Yacht,nan,2005,9,3,nan,Germany,227,Used boat,nan
45000,Sport Boat,B̩n̩teau power boats,2013,7,2,GRP,Croatia,168,Used boat,Unleaded
45000,"Center console boat,Fishing Boat,Sport Boat",Boston Whaler power boats,1987,7.52,2.44,GRP,Italy,208,Used boat,Unleaded
45000,"Fishing Boat,Flybridge,Trawler",B̩n̩teau power boats,2004,9.25,3.1,GRP,Italy,389,Used boat,Diesel
45000,Motor Yacht,Maxum power boats,2008,7.49,2.55,Plastic,Belgium,341,Used boat,Unleaded
45000,Motor Yacht,Gobbi power boats,2001,9.85,3.3,GRP,Spain,294,Used boat,Diesel
44999,Cabin Boat,Quicksilver (Brunswick Marine) power boats,2020,7.88,2.55,GRP,Germany,316,new boat from stock,nan
44999,Pilothouse,Quicksilver (Brunswick Marine) power boats,2020,6.4,2.46,GRP,Germany,164,new boat from stock,Unleaded
44999,Sport Boat,Sea Ray power boats,2019,5.99,2.21,GRP,Germany,105,new boat from stock,Unleaded
44995,Trawler,nan,1978,10.5,3.45,Steel,Netherlands,86,Used boat,nan
44990,Cabin Boat,Sea Ray power boats,1988,12.8,4.25,GRP,Germany,153,Used boat,Unleaded
44990,Sport Boat,Rinker power boats,2006,7.56,2.59,GRP,Germany,105,Unleaded,nan
44990,Trawler,nan,1971,13,3.5,GRP,Germany,91,Diesel,nan
44990,Cabin Boat,nan,1994,8.03,2.74,GRP,Germany,159,Diesel,nan
44990,Trawler,nan,1978,11.6,3.2,Steel,Germany,151,Diesel,nan
44980,Cabin Boat,Rodman power boats,2005,8.9,3.05,GRP,Germany,239,Used boat,Diesel
44950,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,7.23,2.55,GRP,Germany,34,new boat on order,Unleaded
44935,Deck Boat,Quicksilver power boats,,7.23,2.55,GRP,Germany,86,new boat from stock,Unleaded
44900,Sport Boat,Marinello power boats,2015,6.8,2.49,GRP,Germany,130,new boat from stock,nan
44900,Flybridge,Storebro power boats,1980,9,3,GRP,Croatia,144,Used boat,Diesel
44900,Motor Yacht,Rinker power boats,2003,8.48,2.77,GRP,Slovenia,187,Used boat,Unleaded
44900,Pontoon Boat,Ranieri International power boats,2019,7.15,2.5,GRP,Italy,76,new boat from stock,Unleaded
44900,Fishing Boat,Riva Bertram power boats,1978,7.54,2.9,GRP,Spain,178,Used boat,Unleaded
44900,Pilothouse,Polar Boats power boats,1994,9.05,3,GRP,Germany,102,Used boat,Unleaded
44750,Bowrider,Quicksilver power boats,,6.99,2.55,GRP,Germany,80,new boat from stock,Unleaded
44742,Cabin Boat,Drago Boats power boats,,6.54,2.28,GRP,Germany,87,new boat from stock,Unleaded
50000,Motor Yacht,Chris Craft power boats,1993,10.62,3.35,GRP,Switzerland ,312,Used boat,Unleaded
50000,Sport Boat,Crownline power boats,1999,8.15,2.59,GRP,Switzerland ,486,Used boat,Unleaded
44700,Sport Boat,Sea Ray power boats,,5.94,2.54,GRP,Germany,138,new boat from stock,Unleaded
44500,Fishing Boat,Invictus power boats,2018,6.1,2.4,nan,Germany,117,new boat from stock,Unleaded
44500,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,5.94,2.4,GRP,Germany,41,new boat from stock,Unleaded
44500,Trawler,Proficiat power boats,1992,9.7,3.1,Steel,Netherlands,102,Used boat,nan
44500,Pilothouse,B̩n̩teau power boats,2018,7.48,2.53,PVC,France,68,Used boat,Unleaded
44500,"Classic,Sport Boat",nan,1968,6.7,2.3,Wood,Germany,64,Used boat,nan
44500,Trawler,nan,2003,10,3.5,Steel,Netherlands,80,Used boat,nan
44500,Motor Yacht,nan,1965,12,3.7,Steel,Netherlands,165,Used boat,nan
44499,Cabin Boat,Quicksilver (Brunswick Marine) power boats,2020,6.02,2.34,GRP,Germany,110,new boat from stock,nan
44490,Bowrider,Buster power boats,2020,6.05,2.2,Aluminium,Germany,180,new boat from stock,Unleaded
50062.5,Pilothouse,Finnmaster power boats,2018,6.9,2.59,GRP,Switzerland ,181,new boat from stock,nan
44425,Deck Boat,Quicksilver power boats,,6.66,2.55,GRP,Germany,90,new boat from stock,Unleaded
44400,Bowrider,Quicksilver power boats,,6.48,2.46,GRP,Germany,25,new boat on order,Unleaded
44341.4,Motor Yacht,nan,1993,10.08,3.2,nan,Denmark,238,Used boat,nan
49895.83,"Classic,Runabout",Boesch power boats,1979,5.1,2.4,Wood,Switzerland ,265,Used boat,Unleaded
49895.83,Sport Boat,Flipper power boats,2020,6.74,2.46,GRP,Switzerland ,274,new boat from stock,Unleaded
44290,Bowrider,Sea Ray power boats,2019,5.94,2.54,nan,Germany,44,new boat from stock,nan
44290,Bowrider,Sea Ray power boats,2019,5.94,2.54,GRP,Germany,43,new boat from stock,Unleaded
49479.17,Fishing Boat,Selva power boats,2020,6.5,2.38,GRP,Switzerland ,176,new boat from stock,Unleaded
44220.43,Bowrider,Yamarin power boats,2020,6,2,nan,Denmark,46,new boat from stock,nan
44200,Sport Boat,Bayliner power boats,2020,6.2,2.5,GRP,Italy,117,new boat from stock,Unleaded
44190,Deck Boat,Jeanneau power boats,2018,6.94,2.48,PVC,France,59,Used boat,Unleaded
44125,Deck Boat,B̩n̩teau power boats,2019,6.8,2.5,PVC,Spain,70,new boat from stock,Unleaded
44000,Cabin Boat,nan,1922,13.5,3.4,Steel,France,84,Used boat,Diesel
44000,Sport Boat,nan,2009,8.12,2.55,GRP,Croatia,70,Used boat,Unleaded
44000,Fishing Boat,Riva power boats,1976,10.45,3.43,GRP,Italy,75,Used boat,Unleaded
44000,Sport Boat,Monterey power boats,2001,9.45,3,nan,Italy,49,Used boat,Unleaded
43900,Sport Boat,Bayliner power boats,2018,5.6,2.4,nan,France,83,Used boat,Unleaded
43900,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,6.2,2.34,GRP,Germany,39,new boat on order,Unleaded
43900,Cabin Boat,Maxum power boats,2002,7.6,2.44,GRP,Germany,206,Used boat,Unleaded
43900,Sport Boat,Jeanneau power boats,2016,7.5,2.5,PVC,France,122,Used boat,Unleaded
43845,Pontoon Boat,Sunchaser power boats,2019,7,2,Aluminium,Portugal,152,new boat from stock,Unleaded
43800,"Cabin Boat,Classic",nan,1966,6.48,2.35,Wood,Germany,37,Used boat,Unleaded
43800,Pilothouse,Jeanneau power boats,2008,8.25,2.94,PVC,France,88,Used boat,Diesel
43690,Pilothouse,B̩n̩teau power boats,2020,6.48,2.53,GRP,Austria,61,new boat from stock,Unleaded
43673,Cabin Boat,Jeanneau power boats,,7.35,2.54,GRP,Germany,110,new boat from stock,Unleaded
43673,Sport Boat,Jeanneau power boats,2020,7.36,2.55,GRP,Germany,84,new boat from stock,Unleaded
48750,Cabin Boat,B̩n̩teau power boats,2011,6.5,2.59,GRP,Switzerland ,197,Display Model,Diesel
43500,Deck Boat,Moonday power boats,2019,6.98,2.34,GRP,Netherlands,46,new boat from stock,nan
43500,Center console boat,Jeanneau power boats,2019,6.86,2.52,PVC,France,54,Used boat,Unleaded
43413.98,Sport Boat,Jeanneau power boats,2020,6,2,nan,Denmark,71,new boat from stock,nan
48854.17,Sport Boat,FFW Sealver power boats,,6.12,2.4,Plastic,Switzerland ,279,new boat from stock,Unleaded
43367,Deck Boat,B̩n̩teau power boats,2020,5.33,2.23,PVC,Spain,87,new boat from stock,Unleaded
43302,Runabout,Futuro power boats,2020,5.5,2,Aluminium,Germany,140,Display Model,Unleaded
48687.5,Sport Boat,Idea Marine power boats,2020,5.65,2.35,GRP,Switzerland ,169,new boat from stock,Unleaded
43200,Bowrider,Capelli power boats,2020,6.05,2.3,GRP,Germany,123,new boat from stock,Unleaded
48645.83,Pilothouse,Quicksilver (Brunswick Marine) power boats,2019,5.75,2.54,GRP,Switzerland ,150,new boat from stock,Unleaded
48581.25,Sport Boat,Yamarin power boats,2020,6.3,2.35,GRP,Switzerland ,250,new boat from stock,nan
43140,Sport Boat,Finnmaster power boats,2019,6.39,2.29,nan,Germany,81,new boat from stock,Unleaded
48553.13,Sport Boat,Alfastreet Marine power boats,2018,5.4,2.2,GRP,Switzerland ,226,new boat from stock,Unleaded
43080,Motor Yacht,Master power boats,2020,7.34,2.72,GRP,France,128,new boat on order,nan
43070,Cabin Boat,Quicksilver power boats,,6.66,2.55,GRP,Germany,73,new boat on order,Unleaded
43000,Sport Boat,Jeanneau power boats,2008,8,2,GRP,Croatia,166,Used boat,Diesel
42990,Working Boat,nan,1936,13.7,3.7,Steel,Germany,127,Diesel,nan
42990,Cabin Boat,nan,2016,7.5,2.49,GRP,Germany,328,Unleaded,nan
42980,Bowrider,Bayliner power boats,2020,5.7,2.26,GRP,Germany,115,new boat from stock,Unleaded
42970,Pilothouse,Quicksilver power boats,2019,5.75,2.54,nan,Germany,85,Used boat,nan
42950,Motor Yacht,Broom power boats,1976,11.8,3.6,GRP,Germany,247,Used boat,Diesel
42950,Sport Boat,Campion power boats,2020,6.1,2.34,GRP,Germany,85,new boat from stock,Unleaded
