Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
17500,Motor Yacht,nan,1930,22,4.7,Steel,Netherlands,136,Used boat,nan
17500,Pilothouse,Ocqueteau power boats,2010,5.4,2.4,GRP,Portugal,192,Used boat,Gas
17500,Classic,nan,1960,5,2.1,Wood,Netherlands,185,Used boat,Unleaded
17500,Trawler,Pedro power boats,1984,8.6,2.8,Steel,Netherlands,149,Used boat,nan
17490,Cabin Boat,Hanto power boats,1984,7,2,GRP,Germany,164,Used boat,Diesel
17490,Cabin Boat,Winga power boats,1977,7.5,2.75,GRP,Germany,162,Used boat,Diesel
19687.5,Fishing Boat,VBoats power boats,2019,5,1.94,Aluminium,Switzerland ,215,new boat from stock,Unleaded
19687.5,Center console boat,Italmar power boats,,5.7,2.2,GRP,Switzerland ,237,Display Model,nan
17500,Trawler,nan,1978,8.5,3.25,Steel,Netherlands,199,Used boat,nan
19687.5,Sport Boat,Campion power boats,2001,5.71,2.34,Plastic,Switzerland ,335,Used boat,Unleaded
19687.5,Sport Boat,Sunbird power boats,1990,6.5,2.45,Plastic,Switzerland ,686,Used boat,Unleaded
20312.5,Water ski,Correct Craft power boats,1998,5.9,2.32,GRP,Switzerland ,1028,Used boat,Unleaded
20312.5,Pilothouse,Pegazus power boats,,5.4,2.54,GRP,Switzerland ,349,new boat from stock,nan
20312.5,Pontoon Boat,Ranieri International power boats,2020,4.99,2.06,nan,Switzerland ,409,Used boat,Unleaded
18000,Deck Boat,nan,2014,6.5,2.25,nan,Netherlands,53,Used boat,Diesel
18000,Sport Boat,Tullio Abbate power boats,1986,7.5,2.3,nan,Italy,293,Used boat,nan
18000,Sport Boat,Tullio Abbate power boats,2004,6.53,2.29,nan,Italy,132,Used boat,Unleaded
18000,Motor Yacht,Sunseeker power boats,1990,7.96,2.47,GRP,Portugal,375,Used boat,Diesel
18000,Pilothouse,Quicksilver (Brunswick Marine) power boats,2003,6.2,2,GRP,Italy,333,Used boat,Unleaded
18000,Cabin Boat,Saura power boats,1993,7.35,2.72,GRP,Spain,129,Used boat,Diesel
18000,Sport Boat,Yamarin power boats,2004,6.21,2.48,PVC,Spain,211,Used boat,Unleaded
18000,Sport Boat,Nidelv power boats,1996,6.1,2.3,nan,Portugal,188,Used boat,Unleaded
18000,Flybridge,Bayliner power boats,1993,8,2.94,GRP,Italy,334,Used boat,Unleaded
18000,Bowrider,Ebbtide power boats,2009,5.59,2.29,PVC,Spain,119,Used boat,Unleaded
18000,Sport Boat,nan,1989,7.06,2.36,GRP,Italy,136,Used boat,Diesel
18000,Pilothouse,nan,1981,8.8,3.5,GRP,Italy,132,Used boat,Diesel
18800,Bowrider,Bayliner power boats,,7.26,2.4,nan,France,118,Used boat,nan
18800,Sport Boat,Drago Boats power boats,2015,5.33,2.25,PVC,France,110,Used boat,Unleaded
18750,Center console boat,Clear power boats,2020,6.15,2.27,GRP,Germany,149,new boat from stock,nan
18700,Center console boat,nan,2019,6,2,GRP,Germany,139,Used boat,Unleaded
18700,Sport Boat,Nor-Dan power boats,1990,6.5,2.4,GRP,Germany,254,Used boat,Unleaded
18690,Center console boat,Invictus power boats,2020,6.1,2.4,GRP,Switzerland ,324,new boat from stock,Unleaded
20833.33,Cabin Boat,Donzi power boats,1991,7.62,2.59,GRP,Switzerland ,220,Used boat,Unleaded
20822.92,Sport Boat,Sea-Doo power boats,2008,4.67,2.16,GRP,Switzerland ,540,Used boat,Unleaded
20822.92,Cabin Boat,Chris Craft power boats,1991,7.22,2.57,GRP,Switzerland ,339,Used boat,Unleaded
18620,Pilothouse,BÃ©nÃ©teau power boats,2020,5.52,2.43,nan,Italy,73,new boat from stock,nan
18600,Pilothouse,nan,1985,7,2.6,GRP,Croatia,387,Used boat,Diesel
20937.5,Fishing Boat,Smartliner power boats,2020,6.4,2.25,GRP,Switzerland ,185,new boat from stock,nan
20729.17,Runabout,Safter Marine power boats,2020,5,1.9,GRP,Switzerland ,401,new boat from stock,nan
20729.17,Sport Boat,Sea Ray power boats,1993,6.14,2.34,Plastic,Switzerland ,2026,Used boat,Unleaded
18521.51,Center console boat,Yamarin power boats,2020,4,2,nan,Denmark,95,new boat from stock,nan
18515,Sport Boat,Yamarin power boats,2020,4.86,1.96,Aluminium,Germany,145,new boat from stock,nan
19500,Trawler,Beachcraft power boats,1981,8.2,3.1,Steel,Netherlands,118,Used boat,nan
19500,Cabin Boat,Waterland power boats,1975,8.2,3.1,GRP,Netherlands,101,Used boat,nan
19500,Cabin Boat,KOK power boats,2005,6.1,2.25,Steel,Netherlands,78,Used boat,nan
19500,Motor Yacht,Mazury power boats,2010,5,2.27,GRP,Germany,273,Used boat,Unleaded
19490,Cabin Boat,Bayliner power boats,2003,5.89,2.37,GRP,Germany,261,Unleaded,nan
21875,Pontoon Boat,Calcagno power boats,2014,5.95,2.27,GRP,Switzerland ,163,Used boat,Diesel
21875,Cabin Boat,Bayliner power boats,,6.1,2.24,GRP,Switzerland ,307,Used boat,Unleaded
21822.92,Motor Yacht,Pacific Craft power boats,2018,4.99,1.97,GRP,Switzerland ,183,new boat from stock,Unleaded
19301,Cabin Boat,Drago Boats power boats,,5.5,2.02,GRP,Germany,227,new boat from stock,Unleaded
19300,Center console boat,Ranieri International power boats,2020,5.1,2.1,GRP,Germany,117,new boat from stock,Unleaded
21666.67,Pontoon Boat,MÃ¤ndli power boats,2020,9,1.7,Wood,Switzerland ,235,new boat from stock,nan
19900,Deck Boat,Quicksilver (Brunswick Marine) power boats,2019,6.12,2.44,GRP,Italy,217,new boat from stock,Unleaded
19900,Sport Boat,Galia power boats,2018,4.78,1.95,GRP,Germany,121,new boat from stock,Unleaded
19900,Flybridge,nan,1980,9,3,GRP,Germany,355,Used boat,Diesel
19900,Motor Yacht,Cytra power boats,1976,9,3.2,GRP,Germany,314,Used boat,Unleaded
19900,Motor Yacht,Crownline power boats,1997,7.5,2.59,GRP,Netherlands,122,Used boat,nan
19900,Bowrider,Chris Craft power boats,1995,7.83,2.58,PVC,France,165,Used boat,Unleaded
19900,Sport Boat,Bayliner power boats,1996,6.16,2.29,GRP,Germany,375,Used boat,Unleaded
19900,Classic,Solcio power boats,1976,5.6,2.25,nan,Germany,130,Used boat,Unleaded
19900,Sport Boat,Buster power boats,1994,4.95,1.97,Aluminium,Germany,80,Used boat,Unleaded
19900,Pilothouse,Ala Blu power boats,1996,5.97,2.45,nan,Italy,50,Used boat,Diesel
19900,Sport Boat,Kelt power boats,2002,6.97,2.44,PVC,France,89,Used boat,Unleaded
19900,Deck Boat,Jeanneau power boats,2006,6.23,2.3,PVC,France,97,Used boat,Unleaded
19900,Cabin Boat,Fjord power boats,1984,8.15,2.9,GRP,Germany,280,Used boat,Diesel
19900,Sport Boat,Boesch power boats,1970,5.1,2.02,Wood,Germany,206,Used boat,Unleaded
19900,Cabin Boat,Smartliner power boats,2017,5.7,2.25,GRP,Germany,159,Used boat,Unleaded
19900,Motor Yacht,Doerak Sneek power boats,1969,8.5,3.1,Steel,Belgium,157,Used boat,Diesel
20499,Pilothouse,Quicksilver (Brunswick Marine) power boats,2020,5.75,2.54,GRP,Germany,153,new boat from stock,nan
20490,Sport Boat,Sting power boats,2018,6.08,2.37,GRP,Germany,115,new boat from stock,nan
23031.25,Center console boat,Sting power boats,2020,5.3,2.15,GRP,Switzerland ,118,new boat from stock,nan
22916.67,Sport Boat,Scand power boats,1989,8.5,3,GRP,Switzerland ,537,Used boat,Unleaded
22916.67,Pontoon Boat,Airon Marine power boats,1992,7.63,2.5,GRP,Switzerland ,176,Used boat,Unleaded
22916.67,Bowrider,Cranchi power boats,1993,7.6,2.47,GRP,Switzerland ,415,Used boat,nan
22916.67,Cabin Boat,Saga power boats,1978,8.12,2.75,GRP,Switzerland ,593,Used boat,Diesel
22916.67,Hardtop,Finnmaster power boats,2001,6.01,2.3,GRP,Switzerland ,527,Used boat,Unleaded
22916.67,Sport Boat,Draco power boats,1993,6.77,2.28,GRP,Switzerland ,265,Used boat,Unleaded
22916.67,Pilothouse,Sessa power boats,2006,6.5,2.43,GRP,Switzerland ,466,Used boat,Unleaded
22906.25,Sport Boat,Buster power boats,,5.13,1.99,Aluminium,Switzerland ,159,new boat from stock,nan
22645.83,Center console boat,DarekCo power boats,,5.5,2.15,GRP,Switzerland ,274,new boat from stock,Unleaded
22812.5,Trawler,nan,1972,7.8,2.6,Steel,Switzerland ,319,Used boat,Diesel
22812.5,Fishing Boat,FÃ¼llemann power boats,,6.03,1.9,GRP,Switzerland ,157,new boat on order,nan
22812.5,Fishing Boat,FÃ¼llemann power boats,,6.03,1.9,GRP,Switzerland ,166,new boat on order,nan
21396,Pilothouse,Jeanneau power boats,2020,5.64,2.45,GRP,Germany,73,new boat on order,Unleaded
21396,Pilothouse,Jeanneau power boats,,5.64,2.45,GRP,Germany,116,new boat from stock,Unleaded
21300,Center console boat,BMA power boats,2020,6.89,2.5,nan,Italy,43,new boat from stock,nan
23958.33,Pilothouse,Atlantic Marine power boats,2019,6.6,2.47,GRP,Switzerland ,394,new boat from stock,nan
23958.33,Cabin Boat,Sea Ray power boats,1992,7,2.43,GRP,Switzerland ,863,Used boat,Unleaded
23958.33,Sport Boat,Galia power boats,2020,4.75,1.9,GRP,Switzerland ,235,Used boat,Unleaded
23854.17,Sport Boat,Capelli power boats,2016,5.01,2.28,Hypalon,Switzerland ,135,Used boat,Unleaded
23854.17,Sport Boat,Rio Iberica power boats,2004,5.5,2.05,GRP,Switzerland ,457,Used boat,Unleaded
21090,Sport Boat,Yamarin power boats,2019,5.67,2.25,GRP,Germany,135,new boat from stock,nan
21000,Sport Boat,Intermare power boats,1991,6.45,2.4,GRP,Italy,49,Used boat,Diesel
21000,Bowrider,Cobalt power boats,1996,6.35,2.54,GRP,Italy,97,Used boat,Unleaded
21000,Cabin Boat,Monterey power boats,1997,8,2.59,GRP,Italy,241,Used boat,Unleaded
21000,Sport Boat,Azimut power boats,1989,9.23,3.18,PVC,France,190,Used boat,Diesel
21000,Center console boat,Quicksilver power boats,2020,5.03,2.12,nan,France,62,new boat from stock,Unleaded
21000,Cabin Boat,Kelt power boats,1992,8.8,2.98,GRP,Netherlands,146,Used boat,nan
21000,Motor Yacht,Arkos power boats,2016,6.47,2.49,nan,Malta,55,Used boat,nan
22000,Pilothouse,nan,2010,6.4,2.53,PVC,France,59,Used boat,Unleaded
22000,Pilothouse,nan,2010,6.4,2.53,PVC,France,66,Used boat,Unleaded
22000,Pilothouse,Ocqueteau power boats,2002,7.4,2.72,nan,France,145,Used boat,Diesel
22000,Water ski,Correct Craft power boats,2007,6,2.33,GRP,Germany,141,Used boat,Unleaded
22000,Center console boat,BÃ©nÃ©teau power boats,2006,7.5,2.75,nan,France,139,Used boat,Unleaded
22000,Flybridge,Riva power boats,1978,10.45,3.43,GRP,Italy,352,Used boat,Diesel
22000,Motor Yacht,Cytra power boats,1979,9.5,3.2,GRP,Germany,190,Used boat,Diesel
22000,Center console boat,Crownline power boats,1996,7.5,2.59,GRP,Italy,111,Used boat,Unleaded
22000,Sport Boat,Ilver power boats,1989,7,2.48,GRP,Italy,100,Used boat,Unleaded
22000,"Classic,Runabout",nan,1968,5.2,1.8,Wood,Austria,107,Used boat,Electric
22000,Sport Boat,Four Winns power boats,2004,6.65,2.54,nan,France,297,Used boat,Diesel
22000,Motor Yacht,Tullio Abbate power boats,1991,10.8,2.5,GRP,Germany,373,Unleaded,nan
22000,Pilothouse,BÃ©nÃ©teau power boats,1992,6.83,2.55,nan,France,154,Used boat,Diesel
21999,Cabin Boat,Quicksilver power boats,,5.02,2.12,GRP,Germany,88,new boat from stock,Unleaded
21990,Trawler,nan,1980,10,3,Steel,Germany,145,Diesel,nan
22880,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,5.47,2.29,GRP,Germany,86,new boat on order,Unleaded
22850,Deck Boat,Ranieri International power boats,2020,5.65,2.2,GRP,Germany,140,new boat from stock,Unleaded
22822.58,Sport Boat,Pioner power boats,2020,5,2,nan,Denmark,63,new boat from stock,nan
22800,Deck Boat,Yamarin power boats,2020,5.28,2.09,Aluminium,Germany,114,new boat from stock,nan
22772,Pontoon Boat,Sunchaser power boats,2018,5.18,2.29,Aluminium,Portugal,87,new boat from stock,Unleaded
22770,Deck Boat,Quicksilver power boats,,6.74,2.55,GRP,Germany,98,new boat from stock,Unleaded
22765,Pilothouse,Jeanneau power boats,2020,5.79,2.46,GRP,Germany,49,new boat on order,nan
22764,Pilothouse,Jeanneau power boats,,5.79,2.46,GRP,Germany,71,new boat from stock,Unleaded
22715.05,Sport Boat,Campion power boats,2007,5,2,nan,Denmark,95,Used boat,nan
22700,Center console boat,BÃ©nÃ©teau power boats,2003,7.15,2.51,PVC,France,110,Used boat,Unleaded
22680,Motor Yacht,Master power boats,2020,5.42,2.32,GRP,France,142,new boat on order,nan
25520.83,Offshore Boat,Baja power boats,1988,7.28,2.54,GRP,Switzerland ,422,Used boat,Unleaded
25520.83,Classic,Chris Craft power boats,1976,9.3,3.4,GRP,Switzerland ,417,Used boat,Unleaded
25520.83,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf",Galeon power boats,2015,6.19,2.48,GRP,Switzerland ,867,Used boat,Unleaded
22520,Deck Boat,Yamarin power boats,2020,6.25,2.3,GRP,Germany,107,new boat from stock,nan
23640,Bowrider,Nordkapp power boats,2017,6.06,2.2,GRP,Germany,109,new boat from stock,nan
26562.5,Sport Boat,Regal power boats,2001,5.78,2.5,GRP,Switzerland ,483,Used boat,Unleaded
23530,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,4.54,1.85,GRP,Germany,84,new boat from stock,Unleaded
23500,Center console boat,nan,2009,7.05,2.55,nan,Italy,160,Used boat,nan
23500,Trawler,Cascaruda power boats,1982,9.3,3,Steel,Germany,164,Diesel,nan
26041.67,Pilothouse,Nidelv power boats,1988,8.66,3.04,GRP,Switzerland ,507,Used boat,Diesel
26041.67,Sport Boat,Windy power boats,1997,7.85,2.54,GRP,Switzerland ,771,Used boat,Unleaded
26041.67,Sport Boat,Wellcraft power boats,1992,8.35,2.5,GRP,Switzerland ,420,Used boat,nan
26041.67,Classic,Schneiter power boats,1965,6,1.9,Wood,Switzerland ,284,Used boat,nan
26041.67,Fishing Boat,The Captains power boats,2020,6.6,1.85,GRP,Switzerland ,888,new boat on order,nan
23290,Deck Boat,AMT power boats,2019,5.6,2.25,GRP,Germany,84,new boat from stock,nan
25937.5,Offshore Boat,Bruno Abbate power boats,1995,9.25,2.65,GRP,Switzerland ,273,Used boat,Unleaded
26041.67,Sport Boat,Larson power boats,,6.37,2.6,nan,Switzerland ,163,Used boat,nan
27083.33,Sport Boat,Draco power boats,,5.8,2.2,GRP,Switzerland ,192,Used boat,Unleaded
27072.92,Sport Boat,Faeton power boats,2006,7.3,2.75,GRP,Switzerland ,485,Used boat,Unleaded
24170,Sport Boat,Yamarin power boats,2020,5.73,2.2,nan,Germany,157,new boat from stock,nan
24059.14,Sport Boat,nan,2020,5.25,1.98,nan,Denmark,125,new boat from stock,nan
24059.14,Launch,Crescent power boats,2020,6,2,nan,Denmark,65,new boat from stock,nan
27083.33,Cabin Boat,Nidelv power boats,1995,7.5,2.5,GRP,Switzerland ,607,Used boat,Unleaded
27083.33,Sport Boat,Windy power boats,1990,7.55,2.51,GRP,Switzerland ,187,Used boat,Unleaded
27031.25,Fishing Boat,ERC power boats,2020,5.3,2,GRP,Switzerland ,198,new boat from stock,nan
24000,Deck Boat,BÃ©nÃ©teau power boats,2005,7.2,2.53,PVC,France,99,Used boat,Unleaded
24000,Motor Yacht,Marex power boats,1984,7.68,2.78,GRP,Germany,90,Used boat,Diesel
24000,Pilothouse,Faeton power boats,2003,7.49,2.8,nan,Italy,118,Used boat,Unleaded
24000,Pilothouse,Jeanneau power boats,1989,7.5,2.9,PVC,France,104,Used boat,Diesel
24000,Pilothouse,Bayliner power boats,2006,7.26,2.59,PVC,France,87,Used boat,Unleaded
24000,Pilothouse,Kelt power boats,1994,6.94,2.35,nan,France,74,Used boat,Unleaded
24000,"Classic,Pontoon Boat",Piantoni power boats,1968,5.65,2.05,Wood,Italy,143,Used boat,Unleaded
24000,Pontoon Boat,Sciallino power boats,1987,7.5,2.45,GRP,Italy,87,Used boat,Diesel
24900,"Classic,Motor Yacht",Storebro power boats,1961,7.25,2.25,Wood,Germany,199,Used boat,Unleaded
24900,Motor Yacht,IMP Boats power boats,1990,8,2.5,GRP,Germany,84,Used boat,Unleaded
24900,"Classic,Runabout",nan,1937,7.6,2.6,Wood,Netherlands,69,Used boat,Diesel
24900,Sport Boat,Viko power boats,2017,6.1,2.5,GRP,Germany,138,Used boat,Unleaded
24900,Pontoon Boat,Cantieri Nautici Ferrario power boats,2018,6.5,2.4,GRP,Italy,110,new boat from stock,nan
24900,Pontoon Boat,Ranieri International power boats,2019,6.05,2.42,GRP,Italy,69,new boat from stock,Unleaded
24900,Cabin Boat,Formula power boats,1995,8.61,2.9,GRP,Spain,93,Used boat,Unleaded
24900,Water ski,Correct Craft power boats,1995,5,2,GRP,Germany,260,Used boat,Unleaded
24900,Motor Yacht,Bella power boats,2008,6.5,2.42,GRP,Croatia,119,Used boat,nan
24900,Cabin Boat,nan,1970,9.5,3.2,Steel,Germany,128,Diesel,nan
24900,"Motor Yacht,Sport Boat,Trawler",Sea Ray power boats,1996,8.9,2.9,GRP,Italy,605,Used boat,Unleaded
24900,Cabin Boat,nan,2013,6,1.9,Wood,Germany,129,Used boat,Unleaded
24900,Sport Boat,Faeton power boats,2002,7.39,2.66,GRP,Germany,100,Used boat,Unleaded
24900,Pilothouse,BÃ©nÃ©teau power boats,2007,7.07,2.78,PVC,France,161,Used boat,Diesel
24900,Pontoon Boat,Ranieri International power boats,2020,6.05,2.42,GRP,Switzerland ,48,new boat from stock,Unleaded
24900,Sport Boat,Bayliner power boats,1999,8.44,2.57,nan,Germany,130,Used boat,nan
25000,Sport Boat,Gobbi power boats,1998,7.5,2.5,GRP,Italy,100,Used boat,Unleaded
25000,Pilothouse,Jeanneau power boats,2007,6.66,2.64,PVC,France,103,Used boat,Diesel
25000,Bowrider,Glastron power boats,2007,6,2,PVC,Portugal,287,Used boat,Unleaded
25000,Sport Boat,nan,2006,7.8,2.59,GRP,Croatia,127,Used boat,Unleaded
25000,Flybridge,Dellapasqua power boats,1996,8.22,2.99,GRP,Italy,169,Used boat,Unleaded
25000,Sport Boat,Colombo power boats,1986,6.4,2.2,GRP,Italy,181,Used boat,Unleaded
25000,Sport Boat,Saver power boats,2001,7.45,2.64,GRP,Italy,94,Used boat,nan
25000,Sport Boat,Bayliner power boats,1991,9.81,3.41,GRP,Slovenia,197,Used boat,nan
25000,Sport Boat,nan,2001,7.5,2.5,GRP,Italy,189,Used boat,nan
25000,Launch,nan,2012,6.7,2.3,Aluminium,Netherlands,33,Used boat,nan
25000,Motor Yacht,Williams power boats,2018,2.85,2.5,nan,Greece,49,Used boat,nan
25000,Pontoon Boat,nan,2017,6.5,3,Steel,Germany,72,new boat from stock,Unleaded
25000,Cabin Boat,Scand power boats,1983,7.62,2.8,GRP,Netherlands,160,Used boat,nan
25000,Sport Boat,Sea Ray power boats,2006,7.65,2.5,GRP,Italy,271,Used boat,Unleaded
25000,Launch,Campion power boats,2001,7.38,2.62,GRP,Spain,170,Used boat,Unleaded
25000,Flybridge,Raffaelli power boats,1979,10.6,3.6,GRP,Italy,231,Used boat,Diesel
29166.67,Wakeboard/Wakesurf,Malibu power boats,,6.1,2.28,GRP,Switzerland ,408,Used boat,nan
29166.67,"Cabin Boat,Motor Yacht",Sea Ray power boats,1996,8.05,2.59,Plastic,Switzerland ,1136,Used boat,Unleaded
25900,Sport Boat,Marinello power boats,2015,5.3,2.3,nan,Germany,64,new boat from stock,Unleaded
25900,Sport Boat,BÃ©nÃ©teau power boats,2019,6.43,2.5,nan,Germany,264,new boat from stock,nan
25900,Cabin Boat,Sea Ray power boats,1995,8.05,2.59,GRP,Germany,278,Used boat,Unleaded
25900,Working Boat,nan,,7.49,2.43,Aluminium,Germany,114,new boat from stock,nan
25900,Fishing Boat,Trophy power boats,2008,7.14,2.57,GRP,Slovenia,195,Used boat,Unleaded
25900,Sport Boat,Bayliner power boats,2018,4.89,2.22,nan,France,86,Used boat,Unleaded
25900,Center console boat,Bayliner power boats,2018,6,2,PVC,France,80,new boat from stock,Unleaded
25900,Motor Yacht,Fairline power boats,1981,9.9,9.9,GRP,Germany,140,Used boat,Diesel
25900,Sport Boat,Sunseeker power boats,1987,8.26,2.57,GRP,Germany,321,Used boat,Unleaded
25900,Sport Boat,Regal power boats,2007,6.7,2.5,PVC,France,165,Used boat,Unleaded
25900,Motor Yacht,nan,1979,10.3,3.25,GRP,Germany,53,Unleaded,nan
25900,Motor Yacht,Draco power boats,1991,6.77,2.28,GRP,Germany,187,Used boat,Diesel
25900,Sport Boat,Sunseeker power boats,1987,8.26,2.57,nan,Germany,167,Used boat,nan
25900,Cabin Boat,Chaparral power boats,1995,7.6,2.59,GRP,Germany,217,Used boat,Unleaded
26800,Pontoon Boat,Saver power boats,2020,6.6,2.45,GRP,Italy,94,new boat from stock,nan
26747.31,Sport Boat,Aquador power boats,1996,6.82,2.68,nan,Denmark,173,Used boat,nan
30104.17,Pilothouse,Drago Boats power boats,2017,5.1,2.13,GRP,Switzerland ,138,new boat from stock,Unleaded
30104.17,Center console boat,Morningstar power boats,2019,4.98,2,Aluminium,Switzerland ,173,new boat from stock,Unleaded
30104.17,Water ski,Nautique power boats,1996,2.32,5.6,GRP,Switzerland ,205,Used boat,Unleaded
30104.17,Center console boat,Morningstar power boats,2019,5,2,Aluminium,Switzerland ,158,new boat from stock,nan
30104.17,Cabin Boat,Galaxy power boats,1990,8.1,2.45,GRP,Switzerland ,654,Used boat,Unleaded
26700,Pontoon Boat,Ranieri International power boats,2020,6.5,2.4,GRP,Italy,97,new boat from stock,Unleaded
26700,Pilothouse,BÃ©nÃ©teau power boats,2020,6.48,2.53,nan,Italy,104,new boat from stock,nan
26700,Pontoon Boat,Ranieri International power boats,2020,6.5,2.4,GRP,Switzerland ,137,new boat from stock,Unleaded
26620,Deck Boat,Sessa power boats,2020,6.1,2.33,GRP,Italy,224,new boat from stock,nan
29687.5,Bowrider,Clear power boats,2014,6.15,2.2,GRP,Switzerland ,549,Used boat,Unleaded
29895.83,Bowrider,Bella power boats,2018,5.3,2.2,GRP,Switzerland ,198,Display Model,nan
26537,Deck Boat,Jeanneau power boats,,6.59,2.48,GRP,Germany,62,new boat from stock,Unleaded
26537,Center console boat,Jeanneau power boats,2020,6.77,2.48,GRP,Germany,55,new boat from stock,nan
27300,Pilothouse,BÃ©nÃ©teau power boats,2020,6.42,2.59,nan,Italy,85,new boat from stock,Unleaded
30729.17,Fishing Boat,Linder power boats,2020,4.6,1.85,Aluminium,Switzerland ,191,new boat from stock,Unleaded
30729.17,Cabin Boat,Carver power boats,1996,8.43,2.62,GRP,Switzerland ,276,Used boat,Unleaded
30729.17,Motor Yacht,Windy power boats,1989,9.1,3,GRP,Switzerland ,457,Used boat,Unleaded
30729.17,Hardtop,Bella power boats,2002,6.3,2.25,Plastic,Switzerland ,973,Used boat,Diesel
27284,Sport Boat,Drago Boats power boats,,5.95,2.28,GRP,Germany,139,new boat from stock,Unleaded
27284,Sport Boat,Drago Boats power boats,,5.95,2.28,GRP,Germany,136,new boat from stock,Unleaded
27236,Deck Boat,Quicksilver power boats,,6.12,2.4,GRP,Germany,47,new boat from stock,Unleaded
27120,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,5.07,2.12,GRP,Germany,56,new boat on order,Unleaded
27118,Cabin Boat,Drago Boats power boats,,5.97,2.26,GRP,Germany,89,new boat from stock,Unleaded
30416.67,Fishing Boat,Smartliner power boats,2020,6.28,2.24,GRP,Switzerland ,228,new boat from stock,nan
27000,Motor Yacht,Fairline power boats,1981,9.8,3.3,GRP,Germany,128,Used boat,Diesel
